datetime,open,high,low,close,volume
2018-01-12 11:30:00,13550.0,14109.78,13301.99,13900.02,3922.917606
2018-01-12 17:30:00,13900.02,14059.48,13222.0,13520.01,4536.426575
2018-01-12 23:30:00,13520.06,13900.0,13350.0,13740.01,2396.590032
2018-01-13 05:30:00,13749.95,14250.0,13706.15,14130.0,3980.190029
2018-01-13 11:30:00,14148.81,14320.0,13948.41,14178.0,2654.710225
2018-01-13 17:30:00,14166.0,14580.0,14083.55,14318.0,3582.65325
2018-01-13 23:30:00,14318.0,14350.0,13923.18,14210.0,2003.955024
2018-01-14 05:30:00,14210.0,14339.5,13359.07,13763.89,3051.319224
2018-01-14 11:30:00,13762.88,13887.49,13120.0,13280.15,3679.105049
2018-01-14 17:30:00,13280.16,13426.45,12569.2,13270.75,7675.685671
2018-01-14 23:30:00,13280.22,13600.8,13081.0,13474.99,2611.784385
2018-01-15 05:30:00,13477.98,13733.52,13215.56,13520.01,2849.981631
2018-01-15 11:30:00,13520.03,13740.27,13147.79,13644.9,4314.9393
2018-01-15 17:30:00,13645.0,14249.99,13520.17,13825.05,4715.020729
2018-01-15 23:30:00,13801.05,13899.0,13340.64,13539.93,2772.153045
2018-01-16 05:30:00,13500.0,13542.93,12501.0,13055.0,8493.373064
2018-01-16 11:30:00,13055.0,13114.16,10620.88,12127.16,19391.43067
2018-01-16 17:30:00,12140.0,12200.0,10878.0,10910.88,11468.317317
2018-01-16 23:30:00,10898.21,11523.3,9035.0,10900.0,24048.048124
2018-01-17 05:30:00,10899.99,11488.88,9777.0,10539.99,17596.700674
2018-01-17 11:30:00,10534.04,11111.0,9587.99,9808.14,13227.63309
2018-01-17 17:30:00,9850.76,10349.95,9037.94,9849.99,22233.921757
2018-01-17 23:30:00,9840.01,11680.99,9620.03,10988.79,19273.541125
2018-01-18 05:30:00,10972.59,11600.0,10500.25,10800.97,14126.018195
2018-01-18 11:30:00,10789.12,11499.0,10435.33,11413.78,10248.226382
2018-01-18 17:30:00,11413.78,11878.82,10900.0,10910.33,12977.490368
2018-01-18 23:30:00,10910.33,11742.95,10635.3,10961.97,11112.699992
2018-01-19 05:30:00,10960.0,11435.0,10360.0,11120.04,11364.339695
2018-01-19 11:30:00,11105.01,11596.0,10901.11,11530.22,8254.190289
2018-01-19 17:30:00,11535.18,11795.0,11123.0,11235.93,9020.575538
2018-01-19 23:30:00,11246.0,11487.39,11003.0,11474.98,5490.269899
2018-01-20 05:30:00,11474.98,12869.0,11412.45,12751.01,9706.895931
2018-01-20 11:30:00,12769.93,12844.0,12300.0,12320.01,8120.514727
2018-01-20 17:30:00,12320.05,12985.0,12240.24,12850.0,6145.093034
2018-01-20 23:30:00,12850.0,13099.0,12600.0,12799.94,4796.354135
2018-01-21 05:30:00,12799.8,12799.8,11854.48,11938.14,9913.73702
2018-01-21 11:30:00,11962.44,12194.18,11300.0,12194.18,11883.788376
2018-01-21 17:30:00,12194.18,12291.35,11024.0,11311.43,11832.394967
2018-01-21 23:30:00,11311.45,11548.99,10965.0,11530.0,7749.853063
2018-01-22 05:30:00,11530.0,11770.0,11149.0,11470.0,7529.384344
2018-01-22 11:30:00,11470.0,11926.35,11231.0,11240.0,6457.368217
2018-01-22 17:30:00,11240.0,11380.0,10139.97,10540.0,18414.047058
2018-01-22 23:30:00,10538.0,10849.0,9900.24,10760.05,11351.807172
2018-01-23 05:30:00,10760.05,10998.0,10233.01,10363.27,8549.539607
2018-01-23 11:30:00,10363.76,10645.06,9905.0,10143.1,8707.061365
2018-01-23 17:30:00,10143.01,11399.0,9987.02,11129.62,12532.38343
2018-01-23 23:30:00,11129.62,11344.95,10678.0,10799.18,7684.93815
2018-01-24 05:30:00,10799.14,10894.08,10500.0,10640.98,6170.306348
2018-01-24 11:30:00,10633.07,11234.0,10630.0,11111.0,6705.997743
2018-01-24 17:30:00,11111.0,11570.48,10862.08,11124.97,9730.798366
2018-01-24 23:30:00,11124.97,11390.0,11000.0,11349.99,4551.485305
2018-01-25 05:30:00,11349.96,11794.05,11248.48,11624.99,6685.520261
2018-01-25 11:30:00,11624.99,11675.0,11147.07,11215.0,4803.273692
2018-01-25 17:30:00,11215.0,11327.73,10950.21,11056.0,5600.090559
2018-01-25 23:30:00,11050.86,11395.0,11050.86,11175.27,3751.069671
2018-01-26 05:30:00,11184.7,11643.0,11160.43,11360.0,4362.085435
2018-01-26 11:30:00,11352.06,11440.0,10311.15,10513.97,13575.722291
2018-01-26 17:30:00,10510.0,11399.0,10410.0,11187.01,11411.638509
2018-01-26 23:30:00,11187.0,11220.0,10800.93,11089.0,3707.425725
2018-01-27 05:30:00,11089.0,11289.0,10842.69,11239.9,4161.921942
2018-01-27 11:30:00,11232.33,11400.0,10900.0,11020.0,5028.577357
2018-01-27 17:30:00,11018.0,11625.0,10968.18,11445.01,5974.550084
2018-01-27 23:30:00,11445.01,11650.0,11380.0,11491.0,3695.718962
2018-01-28 05:30:00,11499.98,12100.03,11408.0,11905.7,4965.496286
2018-01-28 11:30:00,11905.7,12244.0,11818.0,12012.62,5095.454888
2018-01-28 17:30:00,12001.94,12079.9,11652.0,11838.0,4189.538146
2018-01-28 23:30:00,11820.08,11999.98,11754.54,11879.95,2636.850204
2018-01-29 05:30:00,11879.95,11975.02,11433.0,11590.0,4896.072451
2018-01-29 11:30:00,11590.0,11627.4,11139.55,11279.99,4362.686905
2018-01-29 17:30:00,11272.01,11499.0,11202.82,11422.51,2677.587802
2018-01-29 23:30:00,11425.0,11447.56,11150.0,11251.0,2234.03038
2018-01-30 05:30:00,11250.11,11308.42,10850.0,11061.87,3646.553188
2018-01-30 11:30:00,11061.0,11210.57,10900.0,11047.34,2813.415173
2018-01-30 17:30:00,11050.34,11096.0,10206.25,10235.0,8155.569777
2018-01-30 23:30:00,10235.0,10600.0,9900.0,10237.51,10938.834808
2018-01-31 05:30:00,10230.0,10278.0,9700.0,10097.25,8002.014312
2018-01-31 11:30:00,10080.04,10363.0,10060.0,10290.05,4090.413281
2018-01-31 17:30:00,10294.97,10425.85,9860.0,10044.35,3959.730008
2018-01-31 23:30:00,10044.35,10298.0,10005.0,10285.1,1963.799204
2018-02-01 05:30:00,10285.1,10335.0,9959.04,10238.0,3442.418806
2018-02-01 11:30:00,10230.12,10235.94,9500.0,9591.44,8248.562456
2018-02-01 17:30:00,9591.45,9665.58,9011.51,9102.33,11124.453227
2018-02-01 23:30:00,9102.33,9560.01,8750.99,9224.52,10749.329822
2018-02-02 05:30:00,9224.52,9250.0,8734.0,8779.02,8207.010969
2018-02-02 11:30:00,8793.49,8889.0,8250.92,8299.75,12014.791668
2018-02-02 17:30:00,8299.75,9247.79,8010.02,8706.65,22674.661681
2018-02-02 23:30:00,8706.73,8967.45,8501.0,8873.03,7075.162657
2018-02-03 05:30:00,8873.03,8920.0,8229.0,8516.3,7432.175169
2018-02-03 11:30:00,8519.84,9123.0,8450.63,9099.87,6881.408186
2018-02-03 17:30:00,9099.87,9459.6,8969.0,9211.31,9459.822498
2018-02-03 23:30:00,9203.0,9473.01,9022.0,9199.96,4951.594882
2018-02-04 05:30:00,9199.96,9260.42,8901.01,9260.42,3944.246586
2018-02-04 11:30:00,9260.32,9368.0,8687.45,8691.99,6619.732783
2018-02-04 17:30:00,8691.99,8894.12,8300.0,8481.95,10069.175414
2018-02-04 23:30:00,8474.68,8585.0,7930.0,8184.81,11381.153666
2018-02-05 05:30:00,8179.99,8382.8,7910.0,8179.93,8261.07949
2018-02-05 11:30:00,8179.9,8300.0,7510.0,7578.0,11173.868437
2018-02-05 17:30:00,7572.32,7788.87,7074.0,7089.99,16543.194561
2018-02-05 23:30:00,7089.98,7543.99,6625.0,6939.99,27425.040091
2018-02-06 05:30:00,6939.63,7150.0,6022.0,6497.98,25371.035806
2018-02-06 11:30:00,6507.99,6960.0,6000.01,6559.0,25146.838741
2018-02-06 17:30:00,6559.0,7462.0,6435.99,7007.03,28942.420278
2018-02-06 23:30:00,7009.41,7878.0,6970.0,7652.14,20741.205482
2018-02-07 05:30:00,7655.02,7770.0,7150.01,7420.01,14100.460522
2018-02-07 11:30:00,7420.0,8274.0,7242.02,8151.53,16334.159384
2018-02-07 17:30:00,8138.05,8476.0,7867.0,8284.29,17153.1119
2018-02-07 23:30:00,8284.31,8399.0,7531.11,7599.0,13190.728691
2018-02-08 05:30:00,7599.0,7844.0,7572.09,7784.02,1521.537318
2018-02-09 11:30:00,7789.9,8395.0,7789.9,8280.11,3483.805239
2018-02-09 17:30:00,8288.03,8718.0,8201.95,8625.0,9319.495273
2018-02-09 23:30:00,8627.0,8738.0,8403.0,8683.92,7679.610313
2018-02-10 05:30:00,8683.93,8997.0,8601.0,8842.98,10578.681634
2018-02-10 11:30:00,8842.98,9065.78,8470.0,8635.99,12316.953477
2018-02-10 17:30:00,8626.12,8800.0,8120.0,8391.92,15374.604723
2018-02-10 23:30:00,8388.99,8572.0,8125.0,8533.98,11111.272819
2018-02-11 05:30:00,8533.99,8549.0,7910.01,8100.0,11393.829117
2018-02-11 11:30:00,8100.0,8190.0,7726.53,8140.0,13017.907008
2018-02-11 17:30:00,8139.99,8500.85,8110.0,8202.84,12911.972499
2018-02-11 23:30:00,8209.0,8387.0,8015.0,8063.88,7701.479328
2018-02-12 05:30:00,8063.82,8570.0,8053.0,8385.01,10539.25341
2018-02-12 11:30:00,8385.01,8840.82,8361.0,8640.01,11539.175813
2018-02-12 17:30:00,8640.01,8780.0,8502.0,8768.07,9591.747147
2018-02-12 23:30:00,8768.01,8989.0,8639.24,8903.0,10317.67412
2018-02-13 05:30:00,8903.0,8950.0,8554.87,8629.95,9878.66787
2018-02-13 11:30:00,8625.35,8759.0,8351.0,8531.47,11148.685391
2018-02-13 17:30:00,8525.08,8680.0,8450.0,8622.66,7723.422882
2018-02-13 23:30:00,8616.08,8725.0,8461.0,8539.9,6704.196813
2018-02-14 05:30:00,8535.17,8869.0,8533.0,8845.0,7440.002855
2018-02-14 11:30:00,8845.0,8930.65,8757.5,8927.0,7545.067428
2018-02-14 17:30:00,8929.96,9350.0,8924.87,9293.05,17015.430915
2018-02-14 23:30:00,9293.05,9489.6,9170.0,9449.99,8811.451669
2018-02-15 05:30:00,9449.98,9759.0,9301.5,9670.0,11792.226821
2018-02-15 11:30:00,9670.0,9925.17,9371.56,9566.56,15783.8153
2018-02-15 17:30:00,9560.01,10089.99,9560.01,10070.18,11549.548026
2018-02-15 23:30:00,10070.18,10219.5,9832.95,10000.09,13302.006568
2018-02-16 05:30:00,10000.89,10323.37,9890.0,10055.03,10298.752038
2018-02-16 11:30:00,10055.03,10090.11,9666.0,9799.43,11261.37705
2018-02-16 17:30:00,9796.01,10150.0,9740.0,10055.38,9168.150635
2018-02-16 23:30:00,10054.53,10213.3,9865.0,10159.98,7432.926251
2018-02-17 05:30:00,10156.07,10542.91,10050.0,10499.99,10352.559033
2018-02-17 11:30:00,10499.99,10877.91,10499.86,10683.0,13147.706288
2018-02-17 17:30:00,10683.0,10869.0,10499.86,10745.2,10029.68323
2018-02-17 23:30:00,10745.24,11075.07,10674.0,11039.55,8352.159856
2018-02-18 05:30:00,11039.55,11274.0,10328.0,10328.34,16164.598261
2018-02-18 11:30:00,10328.42,10637.75,10080.0,10550.0,20375.074711
2018-02-18 17:30:00,10550.0,10850.0,10350.0,10743.0,14295.816839
2018-02-18 23:30:00,10735.03,10874.99,10331.0,10383.43,10301.890917
2018-02-19 05:30:00,10375.01,10639.0,10270.33,10448.22,8442.212505
2018-02-19 11:30:00,10449.93,11031.31,10381.0,10918.84,12444.775323
2018-02-19 17:30:00,10918.84,11250.0,10855.0,10940.0,11527.210746
2018-02-19 23:30:00,10940.0,11212.0,10930.0,11153.0,8417.218557
2018-02-20 05:30:00,11147.11,11545.0,11141.0,11451.33,11842.286533
2018-02-20 11:30:00,11451.36,11650.0,11156.0,11400.0,11860.820754
2018-02-20 17:30:00,11408.88,11719.0,11378.0,11693.14,8819.213987
2018-02-20 23:30:00,11693.14,11786.01,11100.59,11200.99,15631.033014
2018-02-21 05:30:00,11195.07,11304.03,10620.0,10810.0,21925.904112
2018-02-21 11:30:00,10811.0,11185.19,10750.72,10948.0,11235.544354
2018-02-21 17:30:00,10948.02,11109.0,10312.12,10522.8,20449.967866
2018-02-21 23:30:00,10522.8,10675.51,10200.0,10437.6,14502.402422
2018-02-22 05:30:00,10439.02,10870.0,10296.0,10759.0,11508.708298
2018-02-22 11:30:00,10759.0,10933.44,10076.0,10259.87,16839.080435
2018-02-22 17:30:00,10260.0,10318.0,9679.0,9840.0,27614.528375
2018-02-22 23:30:00,9840.0,10127.0,9780.0,9811.04,11097.849375
2018-02-23 05:30:00,9815.55,9989.0,9570.19,9787.0,15177.161515
2018-02-23 11:30:00,9784.98,10230.0,9656.0,10180.06,14909.82782
2018-02-23 17:30:00,10180.06,10435.0,10021.83,10110.28,16333.6251
2018-02-23 23:30:00,10110.28,10234.04,9857.75,10131.04,10782.087935
2018-02-24 05:30:00,10131.04,10496.97,10081.41,10458.0,9121.97272
2018-02-24 11:30:00,10452.07,10488.0,9669.94,9757.0,13874.498169
2018-02-24 17:30:00,9757.0,9839.0,9556.0,9632.04,9330.122004
2018-02-24 23:30:00,9633.0,9737.0,9352.0,9694.51,8561.563406
2018-02-25 05:30:00,9694.51,9779.0,9487.0,9709.99,5819.389772
2018-02-25 11:30:00,9709.99,9847.0,9534.82,9665.99,7141.66131
2018-02-25 17:30:00,9663.98,9700.0,9300.0,9359.59,8864.440946
2018-02-25 23:30:00,9359.59,9670.0,9274.8,9590.0,6548.025558
2018-02-26 05:30:00,9590.0,9754.98,9510.06,9618.0,5473.070176
2018-02-26 11:30:00,9618.0,9745.83,9350.0,9715.99,7050.408328
2018-02-26 17:30:00,9708.0,10400.0,9640.01,10205.0,15861.43573
2018-02-26 23:30:00,10203.0,10444.32,10160.0,10324.0,6493.378522
2018-02-27 05:30:00,10321.0,10419.7,10121.0,10323.15,6354.305019
2018-02-27 11:30:00,10320.8,10780.0,10233.0,10695.0,10269.903142
2018-02-27 17:30:00,10698.97,10870.0,10463.18,10585.0,9473.087769
2018-02-27 23:30:00,10576.09,10792.4,10560.01,10569.04,4608.089193
2018-02-28 05:30:00,10584.33,11000.0,10551.0,10947.66,6436.480258
2018-02-28 11:30:00,10947.66,11098.0,10476.28,10570.95,11253.732106
2018-02-28 17:30:00,10574.13,10619.35,10375.54,10447.83,6892.505028
2018-02-28 23:30:00,10447.84,10722.0,10300.0,10326.76,6218.26639
2018-03-01 05:30:00,10325.64,10490.0,10240.0,10412.97,5360.375016
2018-03-01 11:30:00,10412.97,10745.0,10335.96,10671.93,5776.889035
2018-03-01 17:30:00,10671.93,10858.0,10591.16,10850.0,6208.868609
2018-03-01 23:30:00,10850.0,11060.41,10789.26,10920.0,7746.42127
2018-03-02 05:30:00,10923.36,11200.0,10901.01,10990.01,8419.006898
2018-03-02 11:30:00,10990.02,11159.01,10826.52,10898.95,6064.014952
2018-03-02 17:30:00,10898.95,11050.0,10770.0,10912.26,4921.003842
2018-03-02 23:30:00,10913.86,11130.0,10837.97,11039.0,4506.684398
2018-03-03 05:30:00,11038.99,11415.16,11015.01,11324.76,6650.210161
2018-03-03 11:30:00,11322.83,11413.0,11245.5,11287.21,4811.642417
2018-03-03 17:30:00,11287.21,11544.0,11287.0,11530.0,5108.32928
2018-03-03 23:30:00,11524.13,11539.96,11268.0,11464.48,4716.971422
2018-03-04 05:30:00,11464.47,11470.0,11088.0,11228.72,5304.88876
2018-03-04 11:30:00,11230.0,11273.7,11050.02,11159.68,3620.762911
2018-03-04 17:30:00,11159.68,11259.0,11090.01,11145.49,2793.127883
2018-03-04 23:30:00,11144.0,11565.0,11135.0,11515.0,5577.139099
2018-03-05 05:30:00,11515.0,11608.0,11415.01,11530.0,3674.99974
2018-03-05 11:30:00,11532.02,11594.0,11435.0,11515.0,3260.610039
2018-03-05 17:30:00,11515.0,11585.53,11441.78,11511.02,3096.67703
2018-03-05 23:30:00,11511.01,11710.0,11454.0,11454.0,5111.944254
2018-03-06 05:30:00,11455.0,11455.0,11181.5,11328.39,6401.07062
2018-03-06 11:30:00,11327.01,11360.0,10840.01,10937.0,7537.024712
2018-03-06 17:30:00,10936.0,11046.24,10730.17,10770.0,7801.357392
2018-03-06 23:30:00,10765.7,10860.0,10555.48,10716.48,7776.119639
2018-03-07 05:30:00,10716.48,10899.0,10630.0,10655.0,5494.617823
2018-03-07 11:30:00,10655.0,10656.52,10400.0,10635.03,7731.135846
2018-03-07 17:30:00,10635.6,10747.88,9389.31,9740.0,23869.773636
2018-03-07 23:30:00,9740.0,10138.04,9630.0,9910.0,13552.143775
2018-03-08 05:30:00,9910.0,10037.99,9470.0,9762.44,10011.540747
2018-03-08 11:30:00,9767.28,10099.0,9667.06,9910.09,7119.87467
2018-03-08 17:30:00,9902.98,9968.75,9060.0,9288.81,14715.287207
2018-03-08 23:30:00,9283.37,9471.0,9152.85,9271.64,9262.770602
2018-03-09 05:30:00,9267.07,9410.0,8429.0,8467.0,18110.152775
2018-03-09 11:30:00,8467.01,8948.0,8329.0,8923.0,18250.647026
2018-03-09 17:30:00,8933.91,9165.18,8630.0,8749.99,14910.128552
2018-03-09 23:30:00,8757.56,9333.33,8653.88,9227.0,12841.363054
2018-03-10 05:30:00,9230.0,9400.79,9073.66,9353.17,10446.290792
2018-03-10 11:30:00,9348.0,9490.0,9150.1,9345.0,7360.898307
2018-03-10 17:30:00,9345.0,9468.88,9130.0,9138.32,7687.591632
2018-03-10 23:30:00,9130.0,9140.44,8667.07,8770.22,11685.232126
2018-03-11 05:30:00,8770.22,8841.0,8450.0,8833.03,10503.790925
2018-03-11 11:30:00,8833.03,9100.66,8532.38,9027.68,7131.653647
2018-03-11 17:30:00,9025.03,9654.06,9015.11,9622.51,15398.333757
2018-03-11 23:30:00,9623.95,9740.0,9431.26,9533.57,11292.195057
2018-03-12 05:30:00,9533.57,9713.0,9356.02,9550.0,7520.922909
2018-03-12 11:30:00,9550.0,9888.88,9512.0,9837.03,7837.031201
2018-03-12 17:30:00,9837.04,9838.0,9004.0,9176.48,15921.468961
2018-03-12 23:30:00,9175.29,9240.46,8780.0,9131.34,10951.354859
2018-03-13 05:30:00,9131.34,9445.0,8933.0,9380.0,9053.873666
2018-03-13 11:30:00,9379.99,9474.0,8870.0,9044.9,11352.869603
2018-03-13 17:30:00,9049.47,9275.0,8823.0,9079.99,12937.265366
2018-03-13 23:30:00,9079.99,9249.99,8978.1,9150.0,6847.400723
2018-03-14 05:30:00,9151.92,9333.78,9060.0,9179.94,6481.338659
2018-03-14 11:30:00,9173.0,9189.97,8631.78,8675.08,10462.618088
2018-03-14 17:30:00,8675.08,8791.49,8251.0,8326.1,15580.144788
2018-03-14 23:30:00,8326.1,8373.07,7900.28,8170.0,17183.992573
2018-03-15 05:30:00,8184.01,8250.0,7717.0,7765.52,13190.458345
2018-03-15 11:30:00,7760.0,8299.0,7650.0,8235.0,14991.025361
2018-03-15 17:30:00,8235.0,8430.0,7925.15,8137.78,15187.332152
2018-03-15 23:30:00,8137.78,8363.21,8066.0,8240.98,8922.206419
2018-03-16 05:30:00,8240.98,8324.96,7900.0,8192.22,10539.004461
2018-03-16 11:30:00,8180.09,8287.0,8060.0,8192.94,7608.79365
2018-03-16 17:30:00,8182.07,8611.64,8139.02,8434.1,13722.955631
2018-03-16 23:30:00,8441.0,8588.88,8257.2,8260.0,6944.656151
2018-03-17 05:30:00,8260.0,8322.49,8078.0,8143.13,7707.854231
2018-03-17 11:30:00,8149.6,8348.62,8108.0,8158.0,5263.418856
2018-03-17 17:30:00,8158.01,8177.93,7852.2,7919.84,10468.357623
2018-03-17 23:30:00,7914.97,8050.0,7721.99,7824.8,9670.575619
2018-03-18 05:30:00,7824.01,7857.24,7519.84,7658.0,11883.189792
2018-03-18 11:30:00,7656.62,7810.97,7532.09,7760.09,8675.529665
2018-03-18 17:30:00,7761.19,7829.0,7322.0,7485.0,16630.610065
2018-03-18 23:30:00,7489.29,8317.4,7379.82,8189.99,22298.902189
2018-03-19 05:30:00,8189.0,8456.0,8088.4,8326.87,14149.051711
2018-03-19 11:30:00,8317.11,8400.81,8089.0,8330.0,10805.65866
2018-03-19 17:30:00,8330.0,8705.23,8205.01,8305.0,20277.675348
2018-03-19 23:30:00,8304.99,8630.07,8260.0,8600.0,10064.699223
2018-03-20 05:30:00,8595.01,8667.0,8372.0,8475.95,10095.194263
2018-03-20 11:30:00,8475.95,8555.0,8280.0,8516.0,9543.086244
2018-03-20 17:30:00,8517.44,8891.3,8429.0,8870.0,13043.045313
2018-03-20 23:30:00,8870.01,9050.0,8784.01,8909.98,12183.780015
2018-03-21 05:30:00,8909.96,9145.3,8860.01,9041.84,8228.956988
2018-03-21 11:30:00,9047.93,9125.0,8880.0,9063.0,8238.95628
2018-03-21 17:30:00,9063.0,9177.01,8750.6,8832.26,14857.213405
2018-03-21 23:30:00,8832.26,8965.0,8777.0,8885.0,8647.278698
2018-03-22 05:30:00,8884.82,9100.0,8860.0,9004.99,6462.158207
2018-03-22 11:30:00,9002.25,9042.12,8620.0,8642.01,12421.858114
2018-03-22 17:30:00,8645.0,8753.54,8465.1,8672.89,14693.338053
2018-03-22 23:30:00,8672.9,8770.0,8510.2,8722.9,7040.202435
2018-03-23 05:30:00,8720.0,8729.5,8330.0,8429.07,10510.016282
2018-03-23 11:30:00,8429.07,8554.0,8345.0,8510.0,8433.808202
2018-03-23 17:30:00,8509.99,8687.98,8269.0,8639.79,12008.395551
2018-03-23 23:30:00,8639.79,8909.0,8559.25,8898.03,9038.787631
2018-03-24 05:30:00,8898.04,8987.97,8805.01,8845.0,8848.714668
2018-03-24 11:30:00,8841.5,8960.37,8683.0,8723.0,7669.245444
2018-03-24 17:30:00,8723.0,8999.95,8666.3,8860.04,8585.08799
2018-03-24 23:30:00,8867.0,8968.0,8491.0,8546.86,10363.56147
2018-03-25 05:30:00,8531.25,8599.0,8433.93,8521.0,7244.067489
2018-03-25 11:30:00,8521.0,8587.52,8365.77,8407.0,6952.546848
2018-03-25 17:30:00,8408.0,8643.0,8380.41,8529.0,7684.76806
2018-03-25 23:30:00,8529.0,8669.85,8388.0,8470.15,7120.386919
2018-03-26 05:30:00,8470.14,8514.89,8353.18,8461.0,5007.47737
2018-03-26 11:30:00,8461.0,8480.0,8050.0,8089.0,12449.217885
2018-03-26 17:30:00,8089.0,8165.0,7860.0,7905.0,14277.969772
2018-03-26 23:30:00,7900.21,8268.5,7831.0,8134.23,12298.930633
2018-03-27 05:30:00,8134.22,8215.94,7730.0,7920.03,11496.636816
2018-03-27 11:30:00,7920.66,8050.05,7820.0,7934.22,8169.375087
2018-03-27 17:30:00,7932.2,8150.17,7860.0,7892.86,10008.147053
2018-03-27 23:30:00,7895.0,8050.0,7755.58,7795.51,7753.489094
2018-03-28 05:30:00,7795.51,7885.0,7728.0,7860.01,5711.316924
2018-03-28 11:30:00,7860.01,8109.0,7850.1,8040.0,7911.510504
2018-03-28 17:30:00,8040.0,8055.99,7825.0,7935.99,7935.975822
2018-03-28 23:30:00,7935.47,8009.0,7836.0,7949.3,4842.52842
2018-03-29 05:30:00,7949.3,7975.0,7550.0,7565.0,10886.278547
2018-03-29 11:30:00,7567.99,7650.0,7425.4,7466.97,10556.679163
2018-03-29 17:30:00,7466.89,7580.0,7334.0,7433.0,12090.389471
2018-03-29 23:30:00,7433.09,7478.94,6941.11,7090.14,21087.567944
2018-03-30 05:30:00,7090.16,7210.0,6666.66,7103.07,22767.383871
2018-03-30 11:30:00,7103.07,7292.43,6880.0,7027.72,14810.514271
2018-03-30 17:30:00,7027.73,7040.01,6600.1,6720.08,17145.765675
2018-03-30 23:30:00,6720.08,6951.0,6652.6,6840.23,10582.368159
2018-03-31 05:30:00,6840.24,7120.0,6837.71,6905.96,10243.780466
2018-03-31 11:30:00,6898.26,7148.2,6777.0,7073.63,10019.708342
2018-03-31 17:30:00,7079.72,7223.36,6978.98,7114.21,9327.413484
2018-03-31 23:30:00,7114.22,7137.0,6842.97,6923.91,7277.636795
2018-04-01 05:30:00,6922.0,7049.98,6892.0,6914.99,4332.46071
2018-04-01 11:30:00,6914.99,6918.16,6623.97,6685.1,10246.378123
